phenoname,ancestry,trait_type,category,n_cases,n_controls,description,phecode_category,description_more
MS_716,eur,binary,phecodeX,9343,83976,Intervertebral disc disorder,Musculoskeletal,NA
MS_716.2,afr,binary,phecodeX,2126,36607,Degenerative disc disease,Musculoskeletal,NA
MS_716.2,amr,binary,phecodeX,1097,30071,Degenerative disc disease,Musculoskeletal,NA
MS_716.2,eur,binary,phecodeX,6596,87483,Degenerative disc disease,Musculoskeletal,NA
MS_716.3,afr,binary,phecodeX,839,38575,Spinal disc displacement (herniation),Musculoskeletal,NA
MS_716.3,amr,binary,phecodeX,436,31287,Spinal disc displacement (herniation),Musculoskeletal,NA
MS_716.3,eur,binary,phecodeX,2146,94448,Spinal disc displacement (herniation),Musculoskeletal,NA
MS_717,afr,binary,phecodeX,820,38767,Other and unspecified dorsopathies,Musculoskeletal,NA
MS_717,amr,binary,phecodeX,754,30908,Other and unspecified dorsopathies,Musculoskeletal,NA
MS_717,eur,binary,phecodeX,3888,92499,Other and unspecified dorsopathies,Musculoskeletal,NA
MS_717.2,afr,binary,phecodeX,502,39417,Sacrococcygeal disorders,Musculoskeletal,NA
MS_717.2,amr,binary,phecodeX,465,31410,Sacrococcygeal disorders,Musculoskeletal,NA
MS_717.2,eur,binary,phecodeX,2503,94856,Sacrococcygeal disorders,Musculoskeletal,NA
MS_717.3,eur,binary,phecodeX,520,98732,Occipital neuralgia*,Musculoskeletal,NA
MS_718,afr,binary,phecodeX,11238,25137,Back pain,Musculoskeletal,NA
MS_718,amr,binary,phecodeX,7950,20896,Back pain,Musculoskeletal,NA
MS_718,eas,binary,phecodeX,630,3007,Back pain,Musculoskeletal,NA
MS_718,eur,binary,phecodeX,31444,57495,Back pain,Musculoskeletal,NA
MS_718,sas,binary,phecodeX,460,1693,Back pain,Musculoskeletal,NA
MS_718.1,afr,binary,phecodeX,3563,35145,Radiculopathy,Musculoskeletal,NA
MS_718.1,amr,binary,phecodeX,1917,29290,Radiculopathy,Musculoskeletal,NA
MS_718.1,eur,binary,phecodeX,10885,83719,Radiculopathy,Musculoskeletal,NA
MS_718.2,afr,binary,phecodeX,3574,34090,Cervicalgia,Musculoskeletal,NA
MS_718.2,amr,binary,phecodeX,2420,27808,Cervicalgia,Musculoskeletal,NA
MS_718.2,eas,binary,phecodeX,200,3563,Cervicalgia,Musculoskeletal,NA
MS_718.2,eur,binary,phecodeX,10809,81683,Cervicalgia,Musculoskeletal,NA
MS_718.3,afr,binary,phecodeX,673,38612,Mid back pain,Musculoskeletal,NA
MS_718.3,amr,binary,phecodeX,569,30897,Mid back pain,Musculoskeletal,NA
MS_718.3,eur,binary,phecodeX,2467,93850,Mid back pain,Musculoskeletal,NA
MS_718.4,afr,binary,phecodeX,6501,30385,Low back pain,Musculoskeletal,NA
MS_718.4,amr,binary,phecodeX,4075,25547,Low back pain,Musculoskeletal,NA
MS_718.4,eas,binary,phecodeX,308,3418,Low back pain,Musculoskeletal,NA
MS_718.4,eur,binary,phecodeX,15937,74846,Low back pain,Musculoskeletal,NA
MS_718.4,sas,binary,phecodeX,211,1979,Low back pain,Musculoskeletal,NA
MS_718.5,afr,binary,phecodeX,2217,36733,Sciatica,Musculoskeletal,NA
MS_718.5,amr,binary,phecodeX,1381,29772,Sciatica,Musculoskeletal,NA
MS_718.5,eur,binary,phecodeX,6009,89387,Sciatica,Musculoskeletal,NA
MS_719,afr,binary,phecodeX,2340,35547,Disorders of muscle,Musculoskeletal,NA
MS_719,amr,binary,phecodeX,1292,29315,Disorders of muscle,Musculoskeletal,NA
MS_719,eur,binary,phecodeX,6755,85810,Disorders of muscle,Musculoskeletal,NA
MS_719.1,afr,binary,phecodeX,1661,36747,Cramp and spasm,Musculoskeletal,NA
MS_719.1,amr,binary,phecodeX,847,30102,Cramp and spasm,Musculoskeletal,NA
MS_719.1,eur,binary,phecodeX,4218,90142,Cramp and spasm,Musculoskeletal,NA
MS_719.11,afr,binary,phecodeX,1044,37903,Spasm of muscle,Musculoskeletal,NA
MS_719.11,amr,binary,phecodeX,519,30784,Spasm of muscle,Musculoskeletal,NA
MS_719.11,eur,binary,phecodeX,2611,93401,Spasm of muscle,Musculoskeletal,NA
MS_719.6,eur,binary,phecodeX,267,98780,Muscle wasting and atrophy,Musculoskeletal,NA
MS_719.8,eur,binary,phecodeX,286,98996,Rhabdomyolysis,Musculoskeletal,NA
MS_719.9,eur,binary,phecodeX,622,98021,Contractures,Musculoskeletal,NA
MS_719.92,eur,binary,phecodeX,403,98532,Contracture of joint,Musculoskeletal,NA
MS_720,eur,binary,phecodeX,214,98923,Spontaneous rupture of synovium and tendon,Musculoskeletal,NA
MS_721,afr,binary,phecodeX,2706,35805,Synoviopathy and bursopathy,Musculoskeletal,NA
MS_721,amr,binary,phecodeX,1744,29215,Synoviopathy and bursopathy,Musculoskeletal,NA
MS_721,eur,binary,phecodeX,10898,80744,Synoviopathy and bursopathy,Musculoskeletal,NA
MS_721.1,afr,binary,phecodeX,1407,37909,Synovitis and tenosynovitis,Musculoskeletal,NA
MS_721.1,amr,binary,phecodeX,915,30579,Synovitis and tenosynovitis,Musculoskeletal,NA
MS_721.1,eur,binary,phecodeX,5287,89474,Synovitis and tenosynovitis,Musculoskeletal,NA
MS_721.11,afr,binary,phecodeX,682,39484,Trigger finger,Musculoskeletal,NA
MS_721.11,amr,binary,phecodeX,446,31664,Trigger finger,Musculoskeletal,NA
MS_721.11,eur,binary,phecodeX,2358,95783,Trigger finger,Musculoskeletal,NA
MS_721.12,afr,binary,phecodeX,306,39956,Radial styloid tenosynovitis [de Quervain],Musculoskeletal,NA
MS_721.12,eur,binary,phecodeX,779,98020,Radial styloid tenosynovitis [de Quervain],Musculoskeletal,NA
MS_721.2,afr,binary,phecodeX,343,39767,Ganglion cyst,Musculoskeletal,NA
MS_721.2,amr,binary,phecodeX,211,31892,Ganglion cyst,Musculoskeletal,NA
MS_721.2,eur,binary,phecodeX,1447,96191,Ganglion cyst,Musculoskeletal,NA
MS_721.4,eur,binary,phecodeX,356,98722,Calcium deposits in tendon and bursa,Musculoskeletal,NA
MS_721.5,afr,binary,phecodeX,876,38719,Bursitis,Musculoskeletal,NA
MS_721.5,amr,binary,phecodeX,531,31194,Bursitis,Musculoskeletal,NA
MS_721.5,eur,binary,phecodeX,3751,91917,Bursitis,Musculoskeletal,NA
MS_721.6,afr,binary,phecodeX,261,39816,Baker's cyst [popliteal cyst],Musculoskeletal,NA
MS_721.6,eur,binary,phecodeX,667,97420,Baker's cyst [popliteal cyst],Musculoskeletal,NA
MS_722,afr,binary,phecodeX,954,38648,Fasciopathy,Musculoskeletal,NA
MS_722,amr,binary,phecodeX,765,30774,Fasciopathy,Musculoskeletal,NA
MS_722,eur,binary,phecodeX,4131,91927,Fasciopathy,Musculoskeletal,NA
MS_722.1,afr,binary,phecodeX,873,38783,Plantar fascial fibromatosis [Plantar fasciitis],Musculoskeletal,NA
MS_722.1,amr,binary,phecodeX,674,30957,Plantar fascial fibromatosis [Plantar fasciitis],Musculoskeletal,NA
MS_722.1,eur,binary,phecodeX,3411,93133,Plantar fascial fibromatosis [Plantar fasciitis],Musculoskeletal,NA
MS_722.4,eur,binary,phecodeX,609,98403,Palmar fascial fibromatosis [Dupuytren],Musculoskeletal,NA
MS_723,afr,binary,phecodeX,2818,35778,Enthesopathy/Enthesitis/Tendinopathy,Musculoskeletal,NA
MS_723,amr,binary,phecodeX,1689,29313,Enthesopathy/Enthesitis/Tendinopathy,Musculoskeletal,NA
MS_723,eas,binary,phecodeX,224,3534,Enthesopathy/Enthesitis/Tendinopathy,Musculoskeletal,NA
MS_723,eur,binary,phecodeX,11990,80162,Enthesopathy/Enthesitis/Tendinopathy,Musculoskeletal,NA
MS_723.1,eur,binary,phecodeX,693,98240,Adhesive capsulitis of shoulder,Musculoskeletal,NA
MS_723.2,afr,binary,phecodeX,708,39390,Rotator cuff tear or rupture,Musculoskeletal,NA
MS_723.2,amr,binary,phecodeX,374,31758,Rotator cuff tear or rupture,Musculoskeletal,NA
MS_723.2,eur,binary,phecodeX,2317,95571,Rotator cuff tear or rupture,Musculoskeletal,NA
MS_723.3,eur,binary,phecodeX,382,98540,Medial epicondylitis (Golfer's elbow),Musculoskeletal,NA
MS_723.4,afr,binary,phecodeX,268,39877,Lateral epicondylitis (Tennis elbow),Musculoskeletal,NA
MS_723.4,amr,binary,phecodeX,271,31774,Lateral epicondylitis (Tennis elbow),Musculoskeletal,NA
MS_723.4,eur,binary,phecodeX,1509,96097,Lateral epicondylitis (Tennis elbow),Musculoskeletal,NA
MS_723.5,afr,binary,phecodeX,692,39202,Tendinitis,Musculoskeletal,NA
MS_723.5,amr,binary,phecodeX,304,31692,Tendinitis,Musculoskeletal,NA
MS_723.5,eur,binary,phecodeX,2365,94962,Tendinitis,Musculoskeletal,NA
MS_723.51,afr,binary,phecodeX,314,39878,Achilles tendinitis,Musculoskeletal,NA
MS_723.51,eur,binary,phecodeX,1066,97426,Achilles tendinitis,Musculoskeletal,NA
MS_723.52,afr,binary,phecodeX,250,40067,Posterior tibial tendinitis,Musculoskeletal,NA
MS_723.52,eur,binary,phecodeX,657,98366,Posterior tibial tendinitis,Musculoskeletal,NA
MS_723.6,afr,binary,phecodeX,299,39873,Impingement syndrome of shoulder*,Musculoskeletal,NA
MS_723.6,amr,binary,phecodeX,203,31939,Impingement syndrome of shoulder*,Musculoskeletal,NA
MS_723.6,eur,binary,phecodeX,1513,96635,Impingement syndrome of shoulder*,Musculoskeletal,NA
MS_723.7,eur,binary,phecodeX,493,98364,Iliotibial band syndrome*,Musculoskeletal,NA
MS_724,afr,binary,phecodeX,5558,30808,Other symptoms and disorders of the soft tissue,Musculoskeletal,NA
MS_724,amr,binary,phecodeX,3659,25650,Other symptoms and disorders of the soft tissue,Musculoskeletal,NA
MS_724,eas,binary,phecodeX,236,3464,Other symptoms and disorders of the soft tissue,Musculoskeletal,NA
MS_724,eur,binary,phecodeX,15251,72877,Other symptoms and disorders of the soft tissue,Musculoskeletal,NA
MS_724.1,afr,binary,phecodeX,2463,35608,Myalgia,Musculoskeletal,NA
MS_724.1,amr,binary,phecodeX,1983,28584,Myalgia,Musculoskeletal,NA
MS_724.1,eur,binary,phecodeX,8261,85368,Myalgia,Musculoskeletal,NA
MS_724.5,afr,binary,phecodeX,494,38889,Exostosis,Musculoskeletal,NA
MS_724.5,amr,binary,phecodeX,295,31229,Exostosis,Musculoskeletal,NA
MS_724.5,eur,binary,phecodeX,1185,94852,Exostosis,Musculoskeletal,NA
MS_724.51,afr,binary,phecodeX,233,39725,Calcaneal spur,Musculoskeletal,NA
MS_724.51,eur,binary,phecodeX,491,97597,Calcaneal spur,Musculoskeletal,NA
MS_724.52,eur,binary,phecodeX,318,97404,Osteophyte*,Musculoskeletal,NA
MS_726,afr,binary,phecodeX,802,39096,Osteoporosis and low bone density,Musculoskeletal,NA
MS_726,amr,binary,phecodeX,954,30847,Osteoporosis and low bone density,Musculoskeletal,NA
MS_726,eur,binary,phecodeX,6650,90332,Osteoporosis and low bone density,Musculoskeletal,NA
MS_726.1,afr,binary,phecodeX,705,39288,Osteoporosis,Musculoskeletal,NA
MS_726.1,amr,binary,phecodeX,909,31020,Osteoporosis,Musculoskeletal,NA
MS_726.1,eur,binary,phecodeX,6563,90657,Osteoporosis,Musculoskeletal,NA
MS_727,afr,binary,phecodeX,1947,36962,Other disorders of bone,Musculoskeletal,NA
MS_727,amr,binary,phecodeX,1382,29689,Other disorders of bone,Musculoskeletal,NA
MS_727,eas,binary,phecodeX,218,3574,Other disorders of bone,Musculoskeletal,NA
MS_727,eur,binary,phecodeX,10919,82082,Other disorders of bone,Musculoskeletal,NA
MS_727.1,afr,binary,phecodeX,309,40077,Osteonecrosis,Musculoskeletal,NA
MS_727.1,eur,binary,phecodeX,414,98857,Osteonecrosis,Musculoskeletal,NA
MS_727.2,eur,binary,phecodeX,732,98284,Hypertrophic osteoarthropathy [Hypertrophic pulmonary osteoarthropathy],Musculoskeletal,NA
MS_728,afr,binary,phecodeX,652,38720,Chondropathies,Musculoskeletal,NA
MS_728,amr,binary,phecodeX,362,31249,Chondropathies,Musculoskeletal,NA
MS_728,eur,binary,phecodeX,2384,93531,Chondropathies,Musculoskeletal,NA
MS_728.1,afr,binary,phecodeX,313,39791,Chondromalacia,Musculoskeletal,NA
MS_728.1,eur,binary,phecodeX,1119,96734,Chondromalacia,Musculoskeletal,NA
MS_728.3,afr,binary,phecodeX,227,39609,Costochondritis [Tietze's disease],Musculoskeletal,NA
MS_728.3,eur,binary,phecodeX,323,98116,Costochondritis [Tietze's disease],Musculoskeletal,NA
MS_729,eur,binary,phecodeX,367,98549,Other acquired musculoskeletal deformity,Musculoskeletal,NA
MS_730,afr,binary,phecodeX,1277,38012,Other disorders and symptoms of the musculoskeletal system,Musculoskeletal,NA
MS_730,amr,binary,phecodeX,991,30573,Other disorders and symptoms of the musculoskeletal system,Musculoskeletal,NA
MS_730,eur,binary,phecodeX,5603,89901,Other disorders and symptoms of the musculoskeletal system,Musculoskeletal,NA
MS_730.1,amr,binary,phecodeX,380,31880,Segmental and somatic dysfunction,Musculoskeletal,NA
MS_730.1,eur,binary,phecodeX,1122,97877,Segmental and somatic dysfunction,Musculoskeletal,NA
MS_730.4,eur,binary,phecodeX,250,98779,Loss of height,Musculoskeletal,NA
MS_732,afr,binary,phecodeX,217,39531,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,Musculoskeletal,NA
MS_732,eur,binary,phecodeX,512,97123,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,Musculoskeletal,NA
MS_733,eur,binary,phecodeX,250,98885,"Dentofacial anomalies, including malocclusion",Musculoskeletal,NA
MS_734,afr,binary,phecodeX,457,39265,Diseases of the jaws,Musculoskeletal,NA
MS_734,amr,binary,phecodeX,386,31346,Diseases of the jaws,Musculoskeletal,NA
MS_734,eur,binary,phecodeX,1638,95309,Diseases of the jaws,Musculoskeletal,NA
MS_734.6,amr,binary,phecodeX,217,31779,Temporomandibular joint disorders,Musculoskeletal,NA
MS_734.6,eur,binary,phecodeX,866,97183,Temporomandibular joint disorders,Musculoskeletal,NA
MS_734.62,eur,binary,phecodeX,393,98273,Arthralgia of temporomandibular joint,Musculoskeletal,NA
MS_734.9,eur,binary,phecodeX,423,98076,Jaw pain,Musculoskeletal,NA
MS_740,afr,binary,phecodeX,322,39670,Dislocation,Musculoskeletal,NA
MS_740,amr,binary,phecodeX,218,31747,Dislocation,Musculoskeletal,NA
MS_740,eur,binary,phecodeX,1215,96779,Dislocation,Musculoskeletal,NA
MS_740.2,eur,binary,phecodeX,327,98860,Dislocation of shoulder,Musculoskeletal,NA
MS_741,afr,binary,phecodeX,3054,34139,Sprains and strains,Musculoskeletal,NA
MS_741,amr,binary,phecodeX,1955,28107,Sprains and strains,Musculoskeletal,NA
MS_741,eas,binary,phecodeX,207,3551,Sprains and strains,Musculoskeletal,NA
MS_741,eur,binary,phecodeX,10694,79344,Sprains and strains,Musculoskeletal,NA
MS_741.1,afr,binary,phecodeX,532,39151,Sprains and strains of shoulder and upper arm,Musculoskeletal,NA
MS_741.1,amr,binary,phecodeX,280,31621,Sprains and strains of shoulder and upper arm,Musculoskeletal,NA
MS_741.1,eur,binary,phecodeX,2166,94788,Sprains and strains of shoulder and upper arm,Musculoskeletal,NA
MS_741.13,eur,binary,phecodeX,329,98682,Superior glenoid labrum lesion,Musculoskeletal,NA
MS_741.14,afr,binary,phecodeX,252,40020,Rotator cuff (capsule) sprain,Musculoskeletal,NA
MS_741.14,eur,binary,phecodeX,977,97657,Rotator cuff (capsule) sprain,Musculoskeletal,NA
MS_741.3,eur,binary,phecodeX,619,97357,Sprains and strains of wrist and hand,Musculoskeletal,NA
MS_741.4,eur,binary,phecodeX,586,98004,Sprains and strains of hip and thigh,Musculoskeletal,NA
MS_741.5,afr,binary,phecodeX,495,38945,Sprains and strains of knee and leg,Musculoskeletal,NA
MS_741.5,amr,binary,phecodeX,343,31399,Sprains and strains of knee and leg,Musculoskeletal,NA
MS_741.5,eur,binary,phecodeX,2063,94254,Sprains and strains of knee and leg,Musculoskeletal,NA
MS_741.6,afr,binary,phecodeX,421,39302,Sprains and strains of ankle and foot,Musculoskeletal,NA
MS_741.6,amr,binary,phecodeX,270,31489,Sprains and strains of ankle and foot,Musculoskeletal,NA
MS_741.6,eur,binary,phecodeX,1643,95171,Sprains and strains of ankle and foot,Musculoskeletal,NA
MS_741.7,afr,binary,phecodeX,479,38889,Back sprain,Musculoskeletal,NA
MS_741.7,amr,binary,phecodeX,357,31329,Back sprain,Musculoskeletal,NA
MS_741.7,eur,binary,phecodeX,1325,95721,Back sprain,Musculoskeletal,NA
MS_741.72,eur,binary,phecodeX,229,98678,Neck sprain,Musculoskeletal,NA
MS_742,afr,binary,phecodeX,462,39650,Cartilage tear of knee,Musculoskeletal,NA
MS_742,amr,binary,phecodeX,316,31761,Cartilage tear of knee,Musculoskeletal,NA
MS_742,eur,binary,phecodeX,1906,95883,Cartilage tear of knee,Musculoskeletal,NA
MS_745,afr,binary,phecodeX,2734,36116,Fractures,Musculoskeletal,NA
MS_745,amr,binary,phecodeX,2159,28983,Fractures,Musculoskeletal,NA
MS_745,eur,binary,phecodeX,11710,82692,Fractures,Musculoskeletal,NA
MS_745.1,afr,binary,phecodeX,796,39278,Fracture of lower limb,Musculoskeletal,NA
MS_745.1,amr,binary,phecodeX,616,31438,Fracture of lower limb,Musculoskeletal,NA
MS_745.1,eur,binary,phecodeX,3064,95131,Fracture of lower limb,Musculoskeletal,NA
MS_745.11,eur,binary,phecodeX,795,98442,Fracture of femur,Musculoskeletal,NA
MS_745.2,eur,binary,phecodeX,326,99073,Fracture of pelvis,Musculoskeletal,NA
MS_745.3,afr,binary,phecodeX,462,39763,Fracture of upper limb,Musculoskeletal,NA
MS_745.3,amr,binary,phecodeX,456,31671,Fracture of upper limb,Musculoskeletal,NA
MS_745.3,eur,binary,phecodeX,2967,95521,Fracture of upper limb,Musculoskeletal,NA
MS_745.4,afr,binary,phecodeX,481,39638,Fracture of foot and toe,Musculoskeletal,NA
MS_745.4,amr,binary,phecodeX,338,31691,Fracture of foot and toe,Musculoskeletal,NA
MS_745.4,eur,binary,phecodeX,1984,95994,Fracture of foot and toe,Musculoskeletal,NA
MS_745.5,afr,binary,phecodeX,440,39631,Fracture of hand or wrist,Musculoskeletal,NA
MS_745.5,amr,binary,phecodeX,330,31705,Fracture of hand or wrist,Musculoskeletal,NA
MS_745.5,eur,binary,phecodeX,1753,96325,Fracture of hand or wrist,Musculoskeletal,NA
MS_745.6,afr,binary,phecodeX,447,39642,Fracture of bones in thorax,Musculoskeletal,NA
MS_745.6,amr,binary,phecodeX,357,31637,Fracture of bones in thorax,Musculoskeletal,NA
MS_745.6,eur,binary,phecodeX,2331,95461,Fracture of bones in thorax,Musculoskeletal,NA
MS_745.61,afr,binary,phecodeX,285,40001,Fracture of vertebrae,Musculoskeletal,NA
MS_745.61,amr,binary,phecodeX,237,31926,Fracture of vertebrae,Musculoskeletal,NA
MS_745.61,eur,binary,phecodeX,1465,97170,Fracture of vertebrae,Musculoskeletal,NA
MS_745.7,afr,binary,phecodeX,305,39856,Skull and face fracture,Musculoskeletal,NA
MS_745.7,eur,binary,phecodeX,610,98355,Skull and face fracture,Musculoskeletal,NA
MS_745.8,eur,binary,phecodeX,508,98562,Stress fracture,Musculoskeletal,NA
MS_745.9,eur,binary,phecodeX,1191,97263,Pathological fracture,Musculoskeletal,NA
N01,afr,binary,r_drug,14862,25443,anesthetics,NA,NA
N01,amr,binary,r_drug,13086,18304,anesthetics,NA,NA
N01,eas,binary,r_drug,1318,2353,anesthetics,NA,NA
N01,eur,binary,r_drug,51607,46661,anesthetics,NA,NA
N01,mid,binary,r_drug,247,321,anesthetics,NA,NA
N01,sas,binary,r_drug,705,1585,anesthetics,NA,NA
N01A,afr,binary,r_drug,12135,28170,"anesthetics, general",NA,NA
N01A,amr,binary,r_drug,12008,19382,"anesthetics, general",NA,NA
N01A,eas,binary,r_drug,1225,2446,"anesthetics, general",NA,NA
N01A,eur,binary,r_drug,47376,50892,"anesthetics, general",NA,NA
N01A,mid,binary,r_drug,229,339,"anesthetics, general",NA,NA
N01A,sas,binary,r_drug,651,1639,"anesthetics, general",NA,NA
N01AB,eur,binary,r_drug,266,98002,halogenated hydrocarbons,NA,NA
N01AF,eur,binary,r_drug,713,97555,"barbiturates, plain",NA,NA
N01AH,afr,binary,r_drug,10587,29718,opioid anesthetics,NA,NA
N01AH,amr,binary,r_drug,10957,20433,opioid anesthetics,NA,NA
N01AH,eas,binary,r_drug,1064,2607,opioid anesthetics,NA,NA
N01AH,eur,binary,r_drug,43288,54980,opioid anesthetics,NA,NA
N01AH,mid,binary,r_drug,201,367,opioid anesthetics,NA,NA
N01AH,sas,binary,r_drug,576,1714,opioid anesthetics,NA,NA
N01AX,afr,binary,r_drug,7526,32779,other general anesthetics,NA,NA
N01AX,amr,binary,r_drug,8018,23372,other general anesthetics,NA,NA
N01AX,eas,binary,r_drug,741,2930,other general anesthetics,NA,NA
N01AX,eur,binary,r_drug,33838,64430,other general anesthetics,NA,NA
N01AX,sas,binary,r_drug,405,1885,other general anesthetics,NA,NA
N01B,afr,binary,r_drug,10925,29380,"anesthetics, local",NA,NA
N01B,amr,binary,r_drug,8570,22820,"anesthetics, local",NA,NA
N01B,eas,binary,r_drug,735,2936,"anesthetics, local",NA,NA
N01B,eur,binary,r_drug,35492,62776,"anesthetics, local",NA,NA
N01B,sas,binary,r_drug,430,1860,"anesthetics, local",NA,NA
N01BA,afr,binary,r_drug,1217,39088,esters of aminobenzoic acid,NA,NA
N01BA,amr,binary,r_drug,570,30820,esters of aminobenzoic acid,NA,NA
N01BA,eur,binary,r_drug,1881,96387,esters of aminobenzoic acid,NA,NA
N01BB,afr,binary,r_drug,10106,30199,amides,NA,NA
N01BB,amr,binary,r_drug,8075,23315,amides,NA,NA
N01BB,eas,binary,r_drug,705,2966,amides,NA,NA
N01BB,eur,binary,r_drug,34543,63725,amides,NA,NA
N01BB,sas,binary,r_drug,412,1878,amides,NA,NA
N01BX,afr,binary,r_drug,909,39396,other local anesthetics,NA,NA
N01BX,amr,binary,r_drug,486,30904,other local anesthetics,NA,NA
N01BX,eur,binary,r_drug,1592,96676,other local anesthetics,NA,NA
N02,afr,binary,r_drug,24437,15868,analgesics,NA,NA
N02,amr,binary,r_drug,18983,12407,analgesics,NA,NA
N02,eas,binary,r_drug,1679,1992,analgesics,NA,NA
N02,eur,binary,r_drug,66117,32151,analgesics,NA,NA
N02,mid,binary,r_drug,323,245,analgesics,NA,NA
N02,sas,binary,r_drug,990,1300,analgesics,NA,NA
N02A,afr,binary,r_drug,18753,21552,opioids,NA,NA
