Trait,Trait_Type,Meta_Group,Category,SubCategory,Description,num_samples.META,num_cases.META,num_controls.META,num_samples.AFR,num_cases.AFR,num_controls.AFR,num_samples.AMR,num_cases.AMR,num_controls.AMR,num_samples.EAS,num_cases.EAS,num_controls.EAS,num_samples.EUR,num_cases.EUR,num_controls.EUR,dbgap_cat.AFR,dbgap_cat.AMR,dbgap_cat.EAS,dbgap_cat.EUR,dbgap_cat.META,dbgap_cat.pheno
Phe_687,binary,AfAdE,PheCodes,Dermatological System,Symptoms affecting skin,581268,19591,561677,111165,4122,107043,55704,1539,54165,NA,NA,NA,414399,13930,400469,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_687_1,binary,ALL,PheCodes,Dermatological System,Rash and other nonspecific skin eruption,547597,64309,483288,104234,12714,91520,51272,5723,45549,6006,622,5384,386085,45250,340835,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_687_2,binary,AfAdE,PheCodes,Dermatological System,"Localized superficial swelling, mass, or lump",590397,14958,575439,112552,3488,109064,56433,1206,55227,NA,NA,NA,421412,10264,411148,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_687_4,binary,ALL,PheCodes,Dermatological System,Disturbance of skin sensation,564087,55300,508787,105130,13353,91777,52782,4886,47896,6276,376,5900,399899,36685,363214,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_689,binary,ALL,PheCodes,Dermatological System,Disorder of skin and subcutaneous tissue NO,558032,49968,508064,109585,5453,104132,53965,2491,51474,6326,201,6125,388156,41823,346333,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_690,binary,ALL,PheCodes,Dermatological System,Erythematosquamous dermatosis,607207,38469,568738,117959,4331,113628,57427,2525,54902,6594,292,6302,425227,31321,393906,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_690_1,binary,ALL,PheCodes,Dermatological System,Seborrheic dermatitis,608070,38185,569885,118121,4277,113844,57506,2510,54996,6598,291,6307,425845,31107,394738,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_691,binary,AfAdE,PheCodes,Dermatological System,Congenital anomalies of skin,627137,3179,623958,120298,998,119300,59476,214,59262,NA,NA,NA,447363,1967,445396,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_694,binary,ALL,PheCodes,Dermatological System,Dyschromia and Vitiligo,604043,20305,583738,115868,3762,112106,57116,1756,55360,6502,207,6295,424557,14580,409977,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_694_1,binary,AfAdE,PheCodes,Dermatological System,Vitiligo,632027,2276,629751,121512,645,120867,59760,368,59392,NA,NA,NA,450755,1263,449492,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_694_2,binary,AfAdE,PheCodes,Dermatological System,Other dyschromia,598789,17282,581507,116089,3079,113010,57249,1334,55915,NA,NA,NA,425451,12869,412582,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_695,binary,ALL,PheCodes,Dermatological System,Erythematous conditions,600356,41276,559080,115617,6537,109080,56914,3226,53688,6534,313,6221,421291,31200,390091,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_695_3,binary,AfAdE,PheCodes,Dermatological System,Rosacea,623011,16295,606716,121529,410,121119,59295,1070,58225,NA,NA,NA,442187,14815,427372,SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_695_4,binary,AfAdE,PheCodes,Dermatological System,Lupus (localized and systemic),632370,2636,629734,121698,992,120706,59842,265,59577,NA,NA,NA,450830,1379,449451,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_695_41,binary,AfE,PheCodes,Dermatological System,Cutaneous lupus erythematosus,572921,1359,571562,121758,607,121151,NA,NA,NA,NA,NA,NA,451163,752,450411,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_695_42,binary,AfAdE,PheCodes,Dermatological System,Systemic lupus erythematosus,632539,1965,630574,121733,740,120993,59853,212,59641,NA,NA,NA,450953,1013,449940,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_695_7,binary,AfAdE,PheCodes,Dermatological System,Prurigo and Lichen,617260,12451,604809,118252,3810,114442,58588,1193,57395,NA,NA,NA,440420,7448,432972,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_695_8,binary,AfAdE,PheCodes,Dermatological System,Other specified erythematous conditions,619802,6875,612927,119816,1007,118809,58897,518,58379,NA,NA,NA,441089,5350,435739,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_696,binary,ALL,PheCodes,Dermatological System,Psoriasis and related disorder,629965,20828,609137,120437,1955,118482,58999,1916,57083,6735,255,6480,443794,16702,427092,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_696_4,binary,ALL,PheCodes,Dermatological System,Psoriasis,631638,20084,611554,120931,1711,119220,59193,1845,57348,6763,245,6518,444751,16283,428468,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_696_41,binary,ALL,PheCodes,Dermatological System,Psoriasis vulgaris,631875,19302,612573,121010,1662,119348,59216,1769,57447,6762,236,6526,444887,15635,429252,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_696_42,binary,AfAdE,PheCodes,Dermatological System,Psoriatic arthropathy,632299,3723,628576,121850,228,121622,59829,408,59421,NA,NA,NA,450620,3087,447533,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_697,binary,AfE,PheCodes,Dermatological System,Sarcoidosis,572687,3336,569351,121655,1827,119828,NA,NA,NA,NA,NA,NA,451032,1509,449523,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_698,binary,ALL,PheCodes,Dermatological System,Pruritus and related conditions,605651,18378,587273,113679,4796,108883,56759,1769,54990,6485,244,6241,428728,11569,417159,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_700,binary,ALL,PheCodes,Dermatological System,Corns and callosities,608310,46917,561393,114111,13847,100264,57444,3014,54430,6664,218,6446,430091,29838,400253,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_701,binary,ALL,PheCodes,Dermatological System,Other hypertrophic and atrophic conditions,568647,57916,510731,109175,12128,97047,54089,4102,49987,6307,364,5943,399076,41322,357754,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_701_1,binary,AfAdE,PheCodes,Dermatological System,"Keratoderma, acquired",604240,18919,585321,115593,5144,110449,57983,909,57074,NA,NA,NA,430664,12866,417798,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_701_2,binary,AfAdE,PheCodes,Dermatological System,Scar conditions and fibrosis of skin,612487,8595,603892,118733,1236,117497,58464,544,57920,NA,NA,NA,435290,6815,428475,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_701_4,binary,AfAdE,PheCodes,Dermatological System,Keloid scar,626491,4852,621639,120033,2374,117659,59450,399,59051,NA,NA,NA,447008,2079,444929,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_702,binary,ALL,PheCodes,Dermatological System,Degenerative skin conditions and other dermatoses,574078,143883,430195,115368,3642,111726,54594,5848,48746,6372,410,5962,397744,133983,263761,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_702_1,binary,AfAdE,PheCodes,Dermatological System,Actinic keratosis,590789,99924,490865,120857,246,120611,57813,2177,55636,NA,NA,NA,412119,97501,314618,SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_702_2,binary,ALL,PheCodes,Dermatological System,Seborrheic keratosis,569895,97056,472839,116174,3192,112982,54846,4518,50328,6406,356,6050,392469,88990,303479,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_703,binary,ALL,PheCodes,Dermatological System,"Diseases of nail, NOS",599625,58778,540847,112847,12925,99922,56389,4055,52334,6635,263,6372,423754,41535,382219,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_703_1,binary,AfAdE,PheCodes,Dermatological System,Ingrowing nail,609363,35614,573749,117318,6417,110901,57680,3018,54662,NA,NA,NA,434365,26179,408186,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_704,binary,ALL,PheCodes,Dermatological System,Diseases of hair and hair follicles,605887,23600,582287,113867,7951,105916,56649,2612,54037,6578,210,6368,428793,12827,415966,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_704_1,binary,AfAdE,PheCodes,Dermatological System,Alopecia,626935,5248,621687,120087,2261,117826,59059,848,58211,NA,NA,NA,447789,2139,445650,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_704_11,binary,AfAdE,PheCodes,Dermatological System,Alopecia Areata,632023,1598,630425,121415,627,120788,59691,371,59320,NA,NA,NA,450917,600,450317,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_704_2,binary,AfE,PheCodes,Dermatological System,Hirsutism,572813,923,571890,121710,492,121218,NA,NA,NA,NA,NA,NA,451103,431,450672,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_704_8,binary,AfAdE,PheCodes,Dermatological System,Other specified diseases of hair and hair follicles,606846,15181,591665,115237,5339,109898,57498,1456,56042,NA,NA,NA,434111,8386,425725,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_705,binary,AfAdE,PheCodes,Dermatological System,Disorders of sweat glands,623148,5681,617467,119387,1865,117522,58989,584,58405,NA,NA,NA,444772,3232,441540,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_705_1,binary,AfAdE,PheCodes,Dermatological System,Dyshidrosis,628675,2455,626220,120919,633,120286,59471,273,59198,NA,NA,NA,448285,1549,446736,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_705_3,binary,AfAdE,PheCodes,Dermatological System,Hidradenitis,630737,2591,628146,120967,1079,119888,59690,271,59419,NA,NA,NA,450080,1241,448839,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_705_8,binary,AfAdE,PheCodes,Dermatological System,Hyperhidrosis,622870,3836,619034,119451,924,118527,59101,341,58760,NA,NA,NA,444318,2571,441747,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_706,binary,ALL,PheCodes,Dermatological System,Diseases of sebaceous glands,565662,87519,478143,107209,18620,88589,53865,6917,46948,6218,767,5451,398370,61215,337155,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_706_1,binary,ALL,PheCodes,Dermatological System,Acne,626543,12262,614281,118517,4324,114193,58401,1759,56642,6660,306,6354,442965,5873,437092,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_706_2,binary,ALL,PheCodes,Dermatological System,Sebaceous cyst,598183,45075,553108,114274,8292,105982,56733,3259,53474,6606,255,6351,420570,33269,387301,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_706_8,binary,ALL,PheCodes,Dermatological System,Other specified diseases of sebaceous glands,595613,29464,566149,112500,6523,105977,56698,1815,54883,6477,218,6259,419938,20908,399030,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_707,binary,AfAdE,PheCodes,Dermatological System,Chronic ulcer of skin,611028,34517,576511,117826,6201,111625,58363,2479,55884,NA,NA,NA,434839,25837,409002,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_707_1,binary,AfAdE,PheCodes,Dermatological System,Decubitus ulcer,623057,11754,611303,120204,2048,118156,59247,771,58476,NA,NA,NA,443606,8935,434671,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_707_2,binary,AfAdE,PheCodes,Dermatological System,Chronic ulcer of leg or foot,620129,24387,595742,119409,4469,114940,58959,1791,57168,NA,NA,NA,441761,18127,423634,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_707_3,binary,AfAdE,PheCodes,Dermatological System,Chronic ulcer of unspecified site,622084,6756,615328,119978,1195,118783,59153,485,58668,NA,NA,NA,442953,5076,437877,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_709,binary,AfAdE,PheCodes,Dermatological System,Diffuse diseases of connective,628804,3275,625529,120955,880,120075,59515,334,59181,NA,NA,NA,448334,2061,446273,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_709_2,binary,AfE,PheCodes,Dermatological System,Sicca syndrome,570678,1447,569231,121326,367,120959,NA,NA,NA,NA,NA,NA,449352,1080,448272,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_709_7,binary,AfE,PheCodes,Dermatological System,Unspecified diffuse connective tissue disease,572623,720,571903,121730,290,121440,NA,NA,NA,NA,NA,NA,450893,430,450463,SENSITIVE,NA,NA,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_710,binary,AfAdE,PheCodes,Musculoskeletal System,"Osteomyelitis, periostitis, and other infections involving bone",626959,14663,612296,120586,3034,117552,59383,1268,58115,NA,NA,NA,446990,10361,436629,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_710_1,binary,AfAdE,PheCodes,Musculoskeletal System,Osteomyelitis,627765,14306,613459,120774,2971,117803,59447,1238,58209,NA,NA,NA,447544,10097,437447,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_710_11,binary,AfAdE,PheCodes,Musculoskeletal System,Acute osteomyelitis,629653,6887,622766,121175,1363,119812,59627,624,59003,NA,NA,NA,448851,4900,443951,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_710_12,binary,AfAdE,PheCodes,Musculoskeletal System,Chronic osteomyelitis,629591,7341,622250,121187,1562,119625,59611,663,58948,NA,NA,NA,448793,5116,443677,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_710_19,binary,AfAdE,PheCodes,Musculoskeletal System,Unspecified osteomyelitis,628649,10218,618431,120975,2096,118879,59527,891,58636,NA,NA,NA,448147,7231,440916,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_711,binary,AfAdE,PheCodes,Musculoskeletal System,Arthropathy associated with infections,627713,4594,623119,120642,885,119757,59460,444,59016,NA,NA,NA,447611,3265,444346,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_711_1,binary,AfAdE,PheCodes,Musculoskeletal System,Pyogenic arthritis,630024,3011,627013,121184,577,120607,59660,293,59367,NA,NA,NA,449180,2141,447039,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_712,binary,AfE,PheCodes,Musculoskeletal System,Infective connective tissue disorders,572485,946,571539,121744,231,121513,NA,NA,NA,NA,NA,NA,450741,715,450026,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_713,binary,AfAdE,PheCodes,Musculoskeletal System,Arthropathy associated with other disorders,630842,2872,627970,121449,406,121043,59719,223,59496,NA,NA,NA,449674,2243,447431,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_713_5,binary,AfE,PheCodes,Musculoskeletal System,Arthropathy associated with neurological disorders,572447,2081,570366,121772,273,121499,NA,NA,NA,NA,NA,NA,450675,1808,448867,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_714,binary,AfAdE,PheCodes,Musculoskeletal System,Rheumatoid arthritis and other inflammatory,621418,18707,602711,119230,3412,115818,58900,1535,57365,NA,NA,NA,443288,13760,429528,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_714_1,binary,AfAdE,PheCodes,Musculoskeletal System,Rheumatoid arthritis,626433,14029,612404,120422,2384,118038,59371,1166,58205,NA,NA,NA,446640,10479,436161,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_715,binary,AfAdE,PheCodes,Musculoskeletal System,Other inflammatory spondylopathies,621938,10826,611112,119544,1961,117583,58743,1243,57500,NA,NA,NA,443651,7622,436029,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_715_1,binary,AfAdE,PheCodes,Musculoskeletal System,Sacroiliitis NEC,626243,7080,619163,120550,1379,119171,59140,813,58327,NA,NA,NA,446553,4888,441665,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_715_2,binary,AfAdE,PheCodes,Musculoskeletal System,Ankylosing spondylitis,632192,2080,630112,121752,242,121510,59810,201,59609,NA,NA,NA,450630,1637,448993,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_716,binary,ALL,PheCodes,Musculoskeletal System,Other arthropathies,577848,65793,512055,108268,14839,93429,54769,5091,49678,6440,347,6093,408371,45516,362855,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_716_1,binary,AfE,PheCodes,Musculoskeletal System,Unspecified polyarthropathy or polyarthritis,571565,1465,570100,121472,328,121144,NA,NA,NA,NA,NA,NA,450093,1137,448956,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_716_2,binary,AfAdE,PheCodes,Musculoskeletal System,Unspecified monoarthritis,627318,2938,624380,120419,686,119733,59470,234,59236,NA,NA,NA,447429,2018,445411,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_716_9,binary,ALL,PheCodes,Musculoskeletal System,Arthropathy NOS,588038,49723,538315,110395,11108,99287,55734,3736,51998,6525,234,6291,415384,34645,380739,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_720,binary,ALL,PheCodes,Musculoskeletal System,Spinal stenosis,606895,61730,545165,115275,12719,102556,57035,5082,51953,6637,370,6267,427948,43559,384389,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_720_1,binary,ALL,PheCodes,Musculoskeletal System,Spinal stenosis of lumbar region,616206,39722,576484,117183,7774,109409,57888,3266,54622,6709,221,6488,434426,28461,405965,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_721,binary,ALL,PheCodes,Musculoskeletal System,Spondylosis and allied disorders,577917,90868,487049,109103,19864,89239,54305,7991,46314,6381,647,5734,408128,62366,345762,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_721_1,binary,ALL,PheCodes,Musculoskeletal System,Spondylosis without myelopathy,579088,83799,495289,109262,18090,91172,54407,7436,46971,6391,598,5793,409028,57675,351353,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_721_2,binary,AfAdE,PheCodes,Musculoskeletal System,Spondylosis with myelopathy,624036,9291,614745,119788,2641,117147,59190,711,58479,NA,NA,NA,445058,5939,439119,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_721_8,binary,AfE,PheCodes,Musculoskeletal System,Other allied disorders of spine,565307,1634,563673,119959,385,119574,NA,NA,NA,NA,NA,NA,445348,1249,444099,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_722,binary,ALL,PheCodes,Musculoskeletal System,Intervertebral disc disorders,578958,109595,469363,109568,22443,87125,54451,9553,44898,6373,758,5615,408566,76841,331725,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_722_1,binary,AfAdE,PheCodes,Musculoskeletal System,Displacement of intervertebral disc,604191,25005,579186,115821,5178,110643,57366,2299,55067,NA,NA,NA,431004,17528,413476,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_722_6,binary,ALL,PheCodes,Musculoskeletal System,Degeneration of intervertebral disc,582718,82952,499766,110420,16839,93581,54762,7024,47738,6385,533,5852,411151,58556,352595,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_722_7,binary,AfAdE,PheCodes,Musculoskeletal System,Intervertebral disc disorder with myelopath,625515,6196,619319,120208,1706,118502,59234,494,58740,NA,NA,NA,446073,3996,442077,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_722_8,binary,AfAdE,PheCodes,Musculoskeletal System,Postlaminectomy syndrome,628761,7526,621235,121156,1191,119965,59585,643,58942,NA,NA,NA,448020,5692,442328,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_722_9,binary,AfAdE,PheCodes,Musculoskeletal System,Other and unspecified disc disorder,616171,9114,607057,118144,1997,116147,58383,906,57477,NA,NA,NA,439644,6211,433433,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_723,binary,AfAdE,PheCodes,Musculoskeletal System,Other disorders of cervical region,625119,4474,620645,119944,809,119135,59080,524,58556,NA,NA,NA,446095,3141,442954,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_724,binary,AfAdE,PheCodes,Musculoskeletal System,Other and unspecified disorder,603460,19406,584054,114862,4338,110524,56915,1663,55252,NA,NA,NA,431683,13405,418278,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_724_1,binary,AfAdE,PheCodes,Musculoskeletal System,Disorders of sacrum,627726,4114,623612,120932,709,120223,59380,464,58916,NA,NA,NA,447414,2941,444473,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_724_8,binary,AfAdE,PheCodes,Musculoskeletal System,Other symptoms referable to back,614843,7275,607568,117213,1705,115508,57838,700,57138,NA,NA,NA,439792,4870,434922,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_724_9,binary,AfAdE,PheCodes,Musculoskeletal System,Other unspecified back disorders,623395,7096,616299,119536,1710,117826,59289,403,58886,NA,NA,NA,444570,4983,439587,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_726,binary,ALL,PheCodes,Musculoskeletal System,Peripheral enthesopathies and allied syndromes,553669,151736,401933,104336,30430,73906,51877,14781,37096,5997,1336,4661,391459,105189,286270,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_726_1,binary,ALL,PheCodes,Musculoskeletal System,Enthesopathy,574698,64366,510332,107929,13532,94397,53709,6211,47498,6236,591,5645,406824,44032,362792,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
