File: A1C_Mean_INT_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
MAFbin1	6.1034e-02	1.9440e-01	1.7304e-01	3.1851e+00	2.8352e+00	4.0239e-01
MAFbin2	5.9542e-02	3.4845e-01	2.5545e-01	5.8522e+00	4.2902e+00	1.3526e-01
MAFbin3	5.9394e-02	-2.2887e-01	1.5649e-01	-3.8534e+00	2.6347e+00	1.8242e-02
MAFbin4	6.0043e-02	2.9204e-01	2.1550e-01	4.8639e+00	3.5891e+00	2.2464e-01
MAFbin5	5.8625e-02	-2.1772e-01	1.7835e-01	-3.7139e+00	3.0422e+00	6.4702e-02
MAFbin6	5.9415e-02	1.0977e-01	1.3342e-01	1.8475e+00	2.2456e+00	7.0809e-01
MAFbin7	5.9469e-02	3.1377e-01	1.5611e-01	5.2762e+00	2.6250e+00	1.9889e-02
MAFbin8	5.9765e-02	-1.3788e-01	1.5239e-01	-2.3071e+00	2.5498e+00	1.3960e-01
MAFbin9	6.0284e-02	-2.8071e-01	2.0763e-01	-4.6565e+00	3.4443e+00	4.1448e-02
MAFbin10	5.8711e-02	5.4616e-01	3.3576e-01	9.3025e+00	5.7188e+00	1.9384e-02
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-4.8024e-01	5.4781e-01	-2.3741e+05	2.7081e+05	4.1680e-01
MAF_Adj_LLD_AFR	1.6675e-03	-7.8655e-01	4.0388e-01	-4.7170e+02	2.4221e+02	6.5781e-02
Recomb_Rate_10kb	1.5151e+00	1.4560e+00	2.0585e+00	9.6097e-01	1.3586e+00	9.7578e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.5494e+00	8.0662e-01	7.9767e-01	1.8128e-01	1.6452e-01
Backgrd_Selection_Stat	1.8503e-01	1.4886e-01	6.3049e-02	8.0448e-01	3.4074e-01	5.6770e-01
CpG_Content_50kb	1.0097e-02	1.5597e-02	1.9509e-03	1.5447e+00	1.9322e-01	1.0680e-02

---

File: Phe_563_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.1142e+00	2.7395e+00	1.7515e+02	4.3065e+02	1.8307e-01
020222_ATAC_Stim_UT	6.4117e-03	1.2831e+00	3.0870e+00	2.0012e+02	4.8146e+02	1.7284e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	4.0066e-01	1.0191e+00	7.1732e+02	1.8245e+03	2.8922e-01
ASoC_UT_11samp_WGS	4.8543e-04	-4.2204e-01	8.6248e-01	-8.6940e+02	1.7767e+03	3.5380e-02
MAFbin1	6.1034e-02	1.0096e+00	2.1348e+00	1.6541e+01	3.4978e+01	7.6741e-02
MAFbin2	5.9542e-02	-6.9511e-01	1.9414e+00	-1.1674e+01	3.2605e+01	3.8283e-01
MAFbin3	5.9394e-02	5.9468e-01	1.4833e+00	1.0013e+01	2.4975e+01	4.8046e-01
MAFbin4	6.0043e-02	-8.6365e-01	2.0567e+00	-1.4384e+01	3.4253e+01	1.4690e-01
MAFbin5	5.8625e-02	8.3733e-01	1.8933e+00	1.4283e+01	3.2295e+01	2.9821e-01
MAFbin6	5.9415e-02	4.7908e-01	1.1252e+00	8.0633e+00	1.8939e+01	4.2839e-01
MAFbin7	5.9469e-02	7.7931e-01	1.6341e+00	1.3104e+01	2.7478e+01	9.3378e-02
MAFbin8	5.9765e-02	-6.8350e-01	1.6213e+00	-1.1436e+01	2.7129e+01	1.7996e-01
MAFbin9	6.0284e-02	1.3836e+00	3.1669e+00	2.2952e+01	5.2533e+01	1.0340e-01
MAFbin10	5.8711e-02	-3.1265e-01	1.2637e+00	-5.3253e+00	2.1524e+01	6.4022e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-1.5732e+00	3.4463e+00	-7.7771e+05	1.7037e+06	5.2944e-01
MAF_Adj_LLD_AFR	1.6675e-03	-5.0583e-01	1.6147e+00	-3.0335e+02	9.6835e+02	7.2728e-01
Recomb_Rate_10kb	1.5151e+00	-1.0406e+01	3.3883e+01	-6.8681e+00	2.2363e+01	1.6219e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.2635e+00	3.1818e+00	9.5818e-01	7.1506e-01	9.4558e-01
Backgrd_Selection_Stat	1.8503e-01	5.7760e-02	3.2995e-01	3.1216e-01	1.7832e+00	6.1237e-01
CpG_Content_50kb	1.0097e-02	1.3040e-02	9.0153e-03	1.2914e+00	8.9286e-01	6.9441e-01

---

File: Phe_564_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.7337e-01	2.3174e-01	2.7253e+01	3.6429e+01	4.7555e-01
020222_ATAC_Stim_UT	6.4117e-03	-7.9764e-02	2.7470e-01	-1.2440e+01	4.2844e+01	7.4728e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	5.3901e-02	1.6426e-01	9.6501e+01	2.9408e+02	7.3993e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.3647e-01	1.5602e-01	2.8113e+02	3.2140e+02	3.4518e-01
MAFbin1	6.1034e-02	2.2083e-01	1.8236e-01	3.6182e+00	2.9879e+00	3.2232e-01
MAFbin2	5.9542e-02	3.6034e-01	2.5737e-01	6.0518e+00	4.3225e+00	8.5037e-02
MAFbin3	5.9394e-02	-1.9944e-01	2.8204e-01	-3.3579e+00	4.7486e+00	2.4003e-01
MAFbin4	6.0043e-02	-2.7194e-01	2.6898e-01	-4.5291e+00	4.4798e+00	6.8035e-02
MAFbin5	5.8625e-02	4.0053e-02	3.0586e-01	6.8321e-01	5.2173e+00	9.4697e-01
MAFbin6	5.9415e-02	3.1194e-01	2.0626e-01	5.2502e+00	3.4715e+00	1.2830e-01
MAFbin7	5.9469e-02	-4.7178e-01	3.5731e-01	-7.9331e+00	6.0083e+00	2.7547e-03
MAFbin8	5.9765e-02	3.9731e-01	2.5730e-01	6.6479e+00	4.3051e+00	3.3715e-02
MAFbin9	6.0284e-02	2.3142e-01	2.0109e-01	3.8388e+00	3.3358e+00	3.1089e-01
MAFbin10	5.8711e-02	8.5974e-02	1.7522e-01	1.4643e+00	2.9844e+00	8.7662e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-2.4877e+00	1.5006e+00	-1.2298e+06	7.4183e+05	9.2930e-03
MAF_Adj_LLD_AFR	1.6675e-03	-8.8133e-01	4.7432e-01	-5.2854e+02	2.8445e+02	5.2879e-02
Recomb_Rate_10kb	1.5151e+00	1.3948e+00	4.2206e+00	9.2058e-01	2.7857e+00	9.7978e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.1687e+00	9.8185e-01	1.1616e+00	2.2066e-01	4.1863e-01
Backgrd_Selection_Stat	1.8503e-01	1.5003e-01	8.5406e-02	8.1084e-01	4.6157e-01	7.0102e-01
CpG_Content_50kb	1.0097e-02	7.9599e-03	2.8520e-03	7.8833e-01	2.8246e-01	3.1472e-01

---

File: Phe_564_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-6.4170e-03	4.7770e-01	-1.0088e+00	7.5094e+01	9.7882e-01
020222_ATAC_Stim_UT	6.4117e-03	-3.8430e-01	8.1989e-01	-5.9937e+01	1.2787e+02	5.0121e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	4.5422e-01	6.9401e-01	8.1321e+02	1.2425e+03	1.2286e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.8388e-01	4.5393e-01	3.7880e+02	9.3511e+02	6.4767e-01
MAFbin1	6.1034e-02	9.5716e-01	1.2602e+00	1.5683e+01	2.0648e+01	6.0129e-02
MAFbin2	5.9542e-02	7.1984e-01	1.0169e+00	1.2090e+01	1.7078e+01	2.5310e-01
MAFbin3	5.9394e-02	1.9819e-02	4.1430e-01	3.3370e-01	6.9755e+00	9.2111e-01
MAFbin4	6.0043e-02	-1.9239e+00	2.7624e+00	-3.2041e+01	4.6007e+01	1.8354e-02
MAFbin5	5.8625e-02	8.6297e-01	1.2452e+00	1.4720e+01	2.1241e+01	9.8093e-02
MAFbin6	5.9415e-02	1.0674e+00	1.4254e+00	1.7966e+01	2.3991e+01	1.3123e-02
MAFbin7	5.9469e-02	-6.0339e-01	8.9144e-01	-1.0146e+01	1.4990e+01	9.7131e-02
MAFbin8	5.9765e-02	-1.5303e+00	2.3494e+00	-2.5606e+01	3.9311e+01	7.7572e-02
MAFbin9	6.0284e-02	1.5107e+00	2.1056e+00	2.5060e+01	3.4928e+01	2.8431e-02
MAFbin10	5.8711e-02	-1.0722e-01	5.2478e-01	-1.8262e+00	8.9383e+00	7.3865e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-6.3312e+00	7.9926e+00	-3.1299e+06	3.9512e+06	2.7994e-03
MAF_Adj_LLD_AFR	1.6675e-03	-4.4601e-01	9.3282e-01	-2.6747e+02	5.5942e+02	6.5885e-01
Recomb_Rate_10kb	1.5151e+00	-2.9264e+00	1.1104e+01	-1.9314e+00	7.3291e+00	5.6867e-01
Nucleotide_Diversity_10kb	4.4496e+00	-5.0811e-01	7.4358e+00	-1.1419e-01	1.6711e+00	5.3020e-02
Backgrd_Selection_Stat	1.8503e-01	4.8171e-01	4.5335e-01	2.6034e+00	2.4501e+00	1.0564e-01
CpG_Content_50kb	1.0097e-02	1.5477e-02	6.8469e-03	1.5328e+00	6.7810e-01	1.5238e-01

---

File: Phe_565_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	6.4582e-01	6.5177e-01	1.0152e+02	1.0246e+02	1.0064e-01
020222_ATAC_Stim_UT	6.4117e-03	7.3897e-01	7.4150e-01	1.1525e+02	1.1565e+02	1.0857e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.1550e-01	2.7662e-01	2.0678e+02	4.9525e+02	6.8278e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.1656e-01	2.5220e-01	2.4012e+02	5.1952e+02	6.3439e-01
MAFbin1	6.1034e-02	2.2918e-01	3.0055e-01	3.7550e+00	4.9243e+00	5.1491e-01
MAFbin2	5.9542e-02	1.2027e-01	3.6696e-01	2.0199e+00	6.1631e+00	8.6360e-01
MAFbin3	5.9394e-02	4.4211e-01	5.0479e-01	7.4437e+00	8.4991e+00	3.2736e-01
MAFbin4	6.0043e-02	1.4789e-02	2.4954e-01	2.4631e-01	4.1560e+00	8.5280e-01
MAFbin5	5.8625e-02	-3.8639e-01	4.6951e-01	-6.5909e+00	8.0088e+00	2.0883e-02
MAFbin6	5.9415e-02	-1.8618e-01	2.5914e-01	-3.1335e+00	4.3615e+00	1.4025e-01
MAFbin7	5.9469e-02	-1.3334e-01	2.4157e-01	-2.2422e+00	4.0621e+00	4.0797e-01
MAFbin8	5.9765e-02	6.6332e-01	6.6763e-01	1.1099e+01	1.1171e+01	7.9321e-02
MAFbin9	6.0284e-02	-1.1406e-01	2.9473e-01	-1.8920e+00	4.8891e+00	4.7559e-01
MAFbin10	5.8711e-02	-1.1442e-01	2.8690e-01	-1.9489e+00	4.8867e+00	4.8897e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.7596e-02	1.0093e+00	8.6988e+03	4.9895e+05	9.8575e-01
MAF_Adj_LLD_AFR	1.6675e-03	-3.3624e-01	4.6480e-01	-2.0165e+02	2.7874e+02	5.3082e-01
Recomb_Rate_10kb	1.5151e+00	6.2134e+00	4.0480e+00	4.1009e+00	2.6717e+00	2.9636e-01
Nucleotide_Diversity_10kb	4.4496e+00	6.4348e+00	1.9633e+00	1.4461e+00	4.4122e-01	1.5472e-01
Backgrd_Selection_Stat	1.8503e-01	3.4028e-02	1.2545e-01	1.8390e-01	6.7800e-01	1.2386e-01
CpG_Content_50kb	1.0097e-02	1.0656e-02	2.1526e-03	1.0553e+00	2.1319e-01	7.9950e-01

---

File: Phe_571_51_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-3.1497e-01	1.8784e+00	-4.9513e+01	2.9528e+02	7.8895e-01
020222_ATAC_Stim_UT	6.4117e-03	5.6907e-01	2.5252e+00	8.8755e+01	3.9384e+02	6.1984e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.4730e-01	5.5006e-01	-2.6372e+02	9.8479e+02	7.1131e-01
ASoC_UT_11samp_WGS	4.8543e-04	-3.6829e-01	1.5102e+00	-7.5869e+02	3.1111e+03	1.4513e-01
MAFbin1	6.1034e-02	-2.9138e-01	1.5752e+00	-4.7741e+00	2.5809e+01	6.6589e-01
MAFbin2	5.9542e-02	7.0207e-01	2.5682e+00	1.1791e+01	4.3132e+01	4.3199e-01
MAFbin3	5.9394e-02	2.7055e-01	1.7535e+00	4.5552e+00	2.9524e+01	8.0274e-01
MAFbin4	6.0043e-02	3.0587e-01	1.1398e+00	5.0941e+00	1.8983e+01	7.7351e-01
MAFbin5	5.8625e-02	3.9400e-01	1.4983e+00	6.7207e+00	2.5557e+01	8.0816e-01
MAFbin6	5.9415e-02	-2.0687e-01	1.0902e+00	-3.4818e+00	1.8349e+01	7.8270e-01
MAFbin7	5.9469e-02	1.7709e-01	8.2483e-01	2.9778e+00	1.3870e+01	8.1909e-01
MAFbin8	5.9765e-02	-2.8137e-01	1.8939e+00	-4.7080e+00	3.1689e+01	6.3185e-01
MAFbin9	6.0284e-02	1.9926e-01	1.5585e+00	3.3054e+00	2.5853e+01	8.9079e-01
MAFbin10	5.8711e-02	-2.5559e-02	9.8078e-01	-4.3533e-01	1.6705e+01	9.2215e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	4.2506e+00	2.0056e+01	2.1013e+06	9.9147e+06	4.2786e-01
MAF_Adj_LLD_AFR	1.6675e-03	3.2965e-01	4.3654e+00	1.9769e+02	2.6179e+03	9.0259e-01
Recomb_Rate_10kb	1.5151e+00	-1.8446e+00	4.4514e+01	-1.2174e+00	2.9379e+01	7.8298e-01
Nucleotide_Diversity_10kb	4.4496e+00	7.9729e+00	1.5219e+01	1.7918e+00	3.4202e+00	3.7717e-01
Backgrd_Selection_Stat	1.8503e-01	-9.7545e-02	7.8083e-01	-5.2717e-01	4.2199e+00	3.8022e-01
CpG_Content_50kb	1.0097e-02	1.1993e-02	7.5296e-03	1.1877e+00	7.4572e-01	7.9606e-01

---

File: Phe_571_5_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	2.6599e-01	2.6892e-01	4.1813e+01	4.2275e+01	3.0855e-01
020222_ATAC_Stim_UT	6.4117e-03	3.4922e-01	3.1979e-01	5.4467e+01	4.9877e+01	2.4754e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	5.6586e-02	1.0018e-01	1.0131e+02	1.7936e+02	5.4366e-01
ASoC_UT_11samp_WGS	4.8543e-04	-6.0696e-02	8.8060e-02	-1.2503e+02	1.8140e+02	4.6465e-01
MAFbin1	6.1034e-02	-9.6678e-02	1.3471e-01	-1.5840e+00	2.2072e+00	1.6586e-01
MAFbin2	5.9542e-02	1.8554e-01	1.8324e-01	3.1161e+00	3.0775e+00	4.9413e-01
MAFbin3	5.9394e-02	4.7981e-02	1.7034e-01	8.0785e-01	2.8681e+00	9.4548e-01
MAFbin4	6.0043e-02	1.3192e-01	1.8896e-01	2.1972e+00	3.1471e+00	6.9349e-01
MAFbin5	5.8625e-02	1.2136e-01	1.8058e-01	2.0702e+00	3.0802e+00	7.2375e-01
MAFbin6	5.9415e-02	3.4396e-02	1.1478e-01	5.7891e-01	1.9319e+00	8.2584e-01
MAFbin7	5.9469e-02	-1.4519e-01	1.0355e-01	-2.4414e+00	1.7412e+00	2.4219e-02
MAFbin8	5.9765e-02	-4.2215e-02	1.3292e-01	-7.0635e-01	2.2240e+00	4.2437e-01
MAFbin9	6.0284e-02	4.4847e-01	2.5808e-01	7.4393e+00	4.2810e+00	5.6000e-02
MAFbin10	5.8711e-02	8.3317e-03	1.5008e-01	1.4191e-01	2.5562e+00	7.2997e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-9.8040e-01	6.6390e-01	-4.8466e+05	3.2820e+05	1.5787e-01
MAF_Adj_LLD_AFR	1.6675e-03	-3.4226e-01	4.0908e-01	-2.0526e+02	2.4533e+02	4.3651e-01
Recomb_Rate_10kb	1.5151e+00	3.6817e+00	1.8222e+00	2.4300e+00	1.2026e+00	3.0482e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.9471e+00	7.4148e-01	8.8707e-01	1.6664e-01	4.7924e-01
Backgrd_Selection_Stat	1.8503e-01	1.4149e-01	5.8426e-02	7.6466e-01	3.1576e-01	4.7003e-01
CpG_Content_50kb	1.0097e-02	1.4357e-02	1.6959e-03	1.4219e+00	1.6796e-01	2.7362e-03

---

File: Phe_571_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	8.0686e-02	2.6905e-01	1.2684e+01	4.2294e+01	7.8131e-01
020222_ATAC_Stim_UT	6.4117e-03	2.0917e-01	3.0564e-01	3.2623e+01	4.7669e+01	4.9309e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	7.1791e-03	9.0097e-02	1.2853e+01	1.6130e+02	9.4059e-01
ASoC_UT_11samp_WGS	4.8543e-04	-1.1527e-01	1.1568e-01	-2.3745e+02	2.3830e+02	2.6622e-01
MAFbin1	6.1034e-02	-5.2460e-02	1.4729e-01	-8.5952e-01	2.4132e+00	3.8912e-01
MAFbin2	5.9542e-02	2.3141e-01	2.0421e-01	3.8866e+00	3.4296e+00	4.0279e-01
MAFbin3	5.9394e-02	1.5990e-02	1.5220e-01	2.6922e-01	2.5626e+00	7.7016e-01
MAFbin4	6.0043e-02	1.4122e-01	2.1194e-01	2.3520e+00	3.5298e+00	6.8711e-01
MAFbin5	5.8625e-02	1.1900e-01	2.0500e-01	2.0299e+00	3.4968e+00	7.6375e-01
MAFbin6	5.9415e-02	3.6565e-03	1.2817e-01	6.1541e-02	2.1572e+00	6.5835e-01
MAFbin7	5.9469e-02	-1.8429e-01	1.2059e-01	-3.0990e+00	2.0278e+00	1.2145e-02
MAFbin8	5.9765e-02	8.4406e-02	1.4916e-01	1.4123e+00	2.4958e+00	8.6741e-01
MAFbin9	6.0284e-02	3.7568e-01	2.6613e-01	6.2319e+00	4.4145e+00	1.5537e-01
MAFbin10	5.8711e-02	-9.2201e-02	1.7024e-01	-1.5704e+00	2.8996e+00	3.4949e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-8.4890e-01	7.3475e-01	-4.1966e+05	3.6323e+05	2.6731e-01
MAF_Adj_LLD_AFR	1.6675e-03	-2.7152e-01	4.7263e-01	-1.6283e+02	2.8344e+02	5.8262e-01
Recomb_Rate_10kb	1.5151e+00	3.6548e+00	1.8485e+00	2.4122e+00	1.2200e+00	3.1055e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.9854e+00	8.2242e-01	8.9568e-01	1.8483e-01	5.5131e-01
Backgrd_Selection_Stat	1.8503e-01	1.1896e-01	5.4577e-02	6.4289e-01	2.9496e-01	2.4967e-01
CpG_Content_50kb	1.0097e-02	1.4941e-02	2.0072e-03	1.4798e+00	1.9878e-01	2.2850e-03

---

File: Phe_573_7_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	5.4463e-01	5.7756e-01	8.5615e+01	9.0792e+01	3.4014e-02
020222_ATAC_Stim_UT	6.4117e-03	6.7641e-01	6.9982e-01	1.0550e+02	1.0915e+02	5.6127e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	-7.3728e-02	1.1616e-01	-1.3200e+02	2.0797e+02	5.0395e-01
ASoC_UT_11samp_WGS	4.8543e-04	7.5232e-02	1.2768e-01	1.5498e+02	2.6302e+02	4.4114e-01
MAFbin1	6.1034e-02	1.0651e-01	3.2000e-01	1.7451e+00	5.2431e+00	8.7112e-01
MAFbin2	5.9542e-02	5.6776e-01	6.6541e-01	9.5354e+00	1.1175e+01	3.2801e-01
MAFbin3	5.9394e-02	-1.5720e-01	3.8682e-01	-2.6468e+00	6.5128e+00	5.4161e-01
MAFbin4	6.0043e-02	3.0898e-01	4.2316e-01	5.1460e+00	7.0477e+00	4.3132e-01
MAFbin5	5.8625e-02	3.6114e-01	4.7000e-01	6.1602e+00	8.0171e+00	4.0564e-01
MAFbin6	5.9415e-02	-2.8174e-01	3.2666e-01	-4.7420e+00	5.4980e+00	7.8376e-02
MAFbin7	5.9469e-02	-4.2545e-01	4.5505e-01	-7.1541e+00	7.6519e+00	6.0171e-03
MAFbin8	5.9765e-02	5.8736e-01	7.5240e-01	9.8279e+00	1.2589e+01	3.1832e-01
MAFbin9	6.0284e-02	-8.2814e-03	3.9404e-01	-1.3737e-01	6.5364e+00	8.4946e-01
MAFbin10	5.8711e-02	3.7896e-01	4.5778e-01	6.4546e+00	7.7972e+00	3.5644e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-3.2034e+00	2.9784e+00	-1.5836e+06	1.4724e+06	5.6103e-03
MAF_Adj_LLD_AFR	1.6675e-03	-1.2960e+00	1.1396e+00	-7.7721e+02	6.8345e+02	2.4285e-02
Recomb_Rate_10kb	1.5151e+00	-1.9850e+00	7.3837e+00	-1.3101e+00	4.8733e+00	4.1330e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.1551e+00	1.4166e+00	9.3381e-01	3.1837e-01	8.1748e-01
Backgrd_Selection_Stat	1.8503e-01	2.3141e-01	1.4499e-01	1.2507e+00	7.8360e-01	7.0067e-01
CpG_Content_50kb	1.0097e-02	5.3936e-03	6.1593e-03	5.3417e-01	6.1001e-01	7.0055e-02

---

File: Phe_574_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-4.9213e-01	3.3549e+00	-7.7363e+01	5.2739e+02	7.0433e-01
020222_ATAC_Stim_UT	6.4117e-03	-7.5446e-01	4.4604e+00	-1.1767e+02	6.9567e+02	5.4701e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-2.8311e-01	1.4174e+00	-5.0686e+02	2.5376e+03	3.9067e-01
ASoC_UT_11samp_WGS	4.8543e-04	-6.0820e-01	2.8258e+00	-1.2529e+03	5.8213e+03	1.8515e-02
MAFbin1	6.1034e-02	-9.2004e-01	4.0817e+00	-1.5074e+01	6.6876e+01	6.7202e-02
MAFbin2	5.9542e-02	1.7459e-01	1.7093e+00	2.9322e+00	2.8708e+01	9.0343e-01
MAFbin3	5.9394e-02	-1.2923e+00	6.5349e+00	-2.1758e+01	1.1003e+02	3.8961e-03
MAFbin4	6.0043e-02	-4.5742e-02	8.0103e-01	-7.6183e-01	1.3341e+01	8.7654e-01
MAFbin5	5.8625e-02	-6.2388e-01	2.9530e+00	-1.0642e+01	5.0372e+01	2.6941e-01
MAFbin6	5.9415e-02	1.9434e-01	1.1203e+00	3.2708e+00	1.8856e+01	8.2859e-01
MAFbin7	5.9469e-02	-8.2250e-01	4.1617e+00	-1.3831e+01	6.9980e+01	1.8243e-01
MAFbin8	5.9765e-02	1.9570e+00	9.3067e+00	3.2744e+01	1.5572e+02	8.9989e-02
MAFbin9	6.0284e-02	6.2897e-01	3.3035e+00	1.0433e+01	5.4798e+01	5.8209e-01
MAFbin10	5.8711e-02	6.8786e-01	3.4240e+00	1.1716e+01	5.8319e+01	5.6611e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-2.1982e+00	9.4150e+00	-1.0867e+06	4.6543e+06	4.7023e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.0821e+00	4.6425e+00	-6.4892e+02	2.7841e+03	5.7992e-01
Recomb_Rate_10kb	1.5151e+00	-1.0579e+01	6.6939e+01	-6.9825e+00	4.4181e+01	2.3617e-01
Nucleotide_Diversity_10kb	4.4496e+00	1.0833e+00	2.4076e+01	2.4346e-01	5.4108e+00	4.9705e-01
Backgrd_Selection_Stat	1.8503e-01	7.9506e-01	2.9838e+00	4.2969e+00	1.6125e+01	8.6240e-02
CpG_Content_50kb	1.0097e-02	1.3493e-02	1.7758e-02	1.3363e+00	1.7587e+00	7.3065e-01

---

File: Phe_574_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	2.9132e-01	1.1401e+00	4.5796e+01	1.7922e+02	7.5259e-01
020222_ATAC_Stim_UT	6.4117e-03	2.4641e-01	1.1008e+00	3.8431e+01	1.7168e+02	7.8574e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	4.5101e-02	2.3380e-01	8.0747e+01	4.1859e+02	8.3438e-01
ASoC_UT_11samp_WGS	4.8543e-04	-3.8015e-01	6.7057e-01	-7.8312e+02	1.3814e+03	9.9177e-03
MAFbin1	6.1034e-02	-4.6630e-01	8.8270e-01	-7.6401e+00	1.4463e+01	8.0681e-02
MAFbin2	5.9542e-02	-1.4870e-01	7.5207e-01	-2.4974e+00	1.2631e+01	6.9349e-01
MAFbin3	5.9394e-02	-1.7737e-01	5.5499e-01	-2.9863e+00	9.3442e+00	4.7313e-01
MAFbin4	6.0043e-02	-1.0617e-01	4.0303e-01	-1.7682e+00	6.7123e+00	6.4901e-01
MAFbin5	5.8625e-02	-4.3909e-01	7.9134e-01	-7.4898e+00	1.3499e+01	1.5640e-01
MAFbin6	5.9415e-02	2.8553e-01	4.8285e-01	4.8057e+00	8.1268e+00	5.0816e-01
MAFbin7	5.9469e-02	-5.4427e-01	1.0862e+00	-9.1521e+00	1.8264e+01	1.0774e-01
MAFbin8	5.9765e-02	9.3073e-01	1.6901e+00	1.5573e+01	2.8279e+01	1.3923e-01
MAFbin9	6.0284e-02	9.6550e-02	7.4812e-01	1.6016e+00	1.2410e+01	9.5049e-01
MAFbin10	5.8711e-02	5.9468e-01	1.2857e+00	1.0129e+01	2.1898e+01	3.5534e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-1.9056e+00	3.3829e+00	-9.4206e+05	1.6723e+06	2.3882e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.3066e+00	1.7314e+00	-7.8359e+02	1.0383e+03	1.6775e-01
Recomb_Rate_10kb	1.5151e+00	-6.5554e+00	1.9825e+01	-4.3266e+00	1.3085e+01	1.8826e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.4141e+00	3.9111e+00	9.9201e-01	8.7896e-01	9.8929e-01
Backgrd_Selection_Stat	1.8503e-01	4.6742e-01	5.6469e-01	2.5261e+00	3.0518e+00	1.0265e-01
CpG_Content_50kb	1.0097e-02	1.1973e-02	5.8238e-03	1.1858e+00	5.7678e-01	7.3530e-01

---

File: Phe_577_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-4.0782e-01	8.5150e-01	-6.4109e+01	1.3386e+02	4.4303e-01
020222_ATAC_Stim_UT	6.4117e-03	6.8947e-02	7.2809e-01	1.0753e+01	1.1356e+02	9.1780e-01
